35	.0005148	.0010131	.0389923	.1204148	.1204148	.1222189	.2817622	.4800542	.4805943	.4866931	.6898111	.7651193	.7653501	.7685138	.9617824	1	1	1	1	1
36	.0002078	.0009581	.0295899	.1291792	.1292313	.1311103	.2389808	.4900339	.4909845	.4963475	.6630386	.7697467	.7697467	.7747654	.946976	1	1	1	1	1
37	.0001997	.0002755	.0179565	.1289377	.1289377	.130147	.2008518	.4737684	.4739483	.4793932	.6214238	.7544238	.7544238	.7572554	.9304882	1	1	1	1	1
38	.0006897	.0009943	.0134534	.1235794	.1235794	.1245788	.174997	.4711497	.4711497	.4728981	.5986953	.760034	.760034	.7608669	.9136435	1	1	1	1	1
39	.0000259	.0005279	.0099015	.115991	.115991	.1170553	.1484991	.4609259	.4618891	.4635245	.5615697	.7612517	.761402	.763188	.8758112	1	1	1	1	1
40	.000334	.0006896	.0098015	.1177916	.1177916	.1187883	.1411559	.453265	.4535882	.4553857	.5178484	.7528777	.7528777	.7545353	.8432059	1	1	1	1	1
41	.0001751	.0009504	.0082824	.1113162	.1115763	.1120803	.1338115	.4494734	.449928	.4512177	.4971505	.7527372	.7527612	.7547748	.8096355	1	1	1	1	1
42	.0002136	.0006725	.006405	.1132132	.1138108	.1138603	.1305668	.4574789	.4574789	.458409	.4931577	.7516305	.7516305	.7518079	.7840651	1	1	1	1	1
43	.0000331	.0008324	.0038635	.1204202	.1208382	.1217517	.1366019	.4793235	.47996	.4808092	.4981531	.756835	.7570596	.7573621	.7765567	1	1	1	1	1
44	.0003815	.000937	.003923	.1160864	.116383	.1172135	.1297598	.4671394	.4672287	.4682338	.4857231	.7548385	.7550765	.7563726	.7696816	1	1	1	1	1
45	.0007007	.0010374	.0039351	.1112938	.1116079	.1119936	.1188121	.4657361	.4658994	.4660918	.4776712	.7530369	.7530369	.7538633	.7661314	1	1	1	1	1
46	.0003995	.0005489	.0032617	.1189782	.1190788	.119247	.1246924	.4595882	.4595882	.4601897	.4718905	.7527416	.752966	.7536015	.761687	1	1	1	1	1
47	.0001575	.0001575	.0017533	.1015993	.1018374	.1018374	.1061767	.4749187	.475151	.4753466	.4817657	.7696916	.7699302	.7704369	.7753187	1	1	1	1	1
48	.0001701	.0001701	.001222	.0942601	.0944566	.0951339	.0971816	.4555188	.4555188	.456737	.4612011	.7562667	.7562667	.7562667	.7618679	1	1	1	1	1
49	0	0	.0004946	.094904	.0966699	.096738	.0981358	.4469622	.447864	.4479567	.456474	.7460259	.7460259	.7460259	.7523601	1	1	1	1	1
50	.0007031	.0007031	.001256	.1190735	.1190735	.1204243	.1211979	.4724565	.4724565	.4737759	.4771	.7563652	.7570816	.7576762	.7621702	1	1	1	1	1
51	0	0	0	.0812274	.0818097	.0818097	.08212	.4625953	.4641759	.4641759	.4717688	.7450028	.7450028	.7461876	.7491821	1	1	1	1	1
